depth,gas_CT_hr,excessice_CT_hr,phaseA_CT_hr,phaseB_CT_hr,poreice_CT_hr,totalice_CT_hr,organic_CT_hr,mineral_CT_hr
20.42,0.878,54.84,25.28,19.001,25.47044385240672,80.31044385240672,5.019856151660847,13.790699995932435
20.425,0.882,54.803,25.356,18.959,25.503958141556392,80.3069581415564,5.027533999439733,13.783507859003876
20.43,0.882,54.839,25.292,18.987,25.472534806785255,80.31153480678526,5.020517354496441,13.7859478387183
20.435,0.886,54.819,25.331,18.965,25.489538596051467,80.30853859605148,5.024423843728683,13.782037560219848
20.44,0.9,54.802,25.35,18.948,25.495093627105536,80.29709362710554,5.025857166519887,13.777049206374578
20.445,0.896,54.896,25.338,18.87,25.45303870450111,80.34903870450111,5.018315224896044,13.736646070602845
20.45,0.892,54.89,25.405,18.813,25.473907808412967,80.36390780841296,5.023590009253665,13.720502182333368
20.455,0.893,54.896,25.472,18.739,25.487392266022216,80.38339226602221,5.027593352748239,13.696014381229546
20.46,0.89,54.881,25.479,18.75,25.49693781612342,80.37793781612342,5.0294125416498865,13.70264964222669
20.465,0.907,54.899,25.387,18.807,25.45904282095278,80.35804282095279,5.020578857747201,13.714378321300018
20.47,0.924,54.825,25.371,18.88,25.47985679055248,80.30485679055248,5.0237608786855565,13.747382330761962
20.475,0.926,54.784,25.275,19.015,25.473120147580637,80.25712014758064,5.020191440697872,13.796688411721487
20.48,0.938,54.711,25.235,19.116,25.48975220842326,80.20075220842325,5.022051055965041,13.839196735611697
20.485,0.947,54.656,25.212,19.185,25.50406136463459,80.16006136463459,5.023937422474768,13.869001212890637
20.49,0.978,54.677,25.078,19.267,25.448422646123614,80.12542264612361,5.0109945533114395,13.885582800564944
20.495,1.0,54.661,25.013,19.327,25.430218786389396,80.09121878638939,5.0062288528344325,13.903552360776175
20.5,1.019,54.631,25.031,19.32,25.43943669138288,80.07043669138288,5.008267726033861,13.903295582583258
20.505,1.03,54.574,25.051,19.346,25.46435156932331,80.03835156932331,5.013059402283983,13.919589028392704
20.51,1.052,54.459,25.133,19.355,25.524106011282925,79.98310601128293,5.025405708542823,13.938488280174253
20.515,1.078,54.364,25.159,19.4,25.561360531346025,79.92536053134603,5.032472542824813,13.965166925829159
20.52,1.095,54.26,25.239,19.405,25.618015338169027,79.87801533816902,5.044234974564036,13.981749687266937
20.525,1.117,54.172,25.296,19.414,25.660743888869852,79.83274388886986,5.053022381277811,13.996233729852339
20.53,1.122,54.111,25.401,19.366,25.711401866125854,79.82240186612586,5.064379808694955,13.99121832517919
20.535,1.118,54.09,25.45,19.342,25.734347229977626,79.82434722997763,5.069560276467218,13.988092493555154
20.54,1.104,54.156,25.474,19.265,25.71724398174483,79.87324398174482,5.067217940827272,13.954538077427898
20.545,1.076,54.254,25.446,19.224,25.680364954216934,79.93436495421693,5.060165557137688,13.929469488645381
20.55,1.065,54.392,25.392,19.151,25.611878489092632,80.00387848909264,5.047018617473148,13.88410289343422
20.555,1.061,54.538,25.345,19.057,25.539037063382274,80.07703706338228,5.033297566262169,13.829665370355553
20.56,1.057,54.678,25.349,18.916,25.48051208076792,80.15851208076792,5.023321510089997,13.761166409142081
20.565,1.068,54.846,25.201,18.885,25.366252684787618,80.21225268478761,4.9999343149741255,13.719813000238256
20.57,1.075,54.9,25.169,18.856,25.331862206166043,80.23186220616604,4.993209995025363,13.699927798808597
20.575,1.086,54.936,25.203,18.774,25.319397359641876,80.25539735964188,4.9919172660084286,13.665685374349698
20.58,1.086,55.009,25.22,18.685,25.292314170348888,80.30131417034889,4.987680950827832,13.625004878823274
20.585,1.089,55.055,25.194,18.661,25.26418186042431,80.31918186042431,4.9821847199648985,13.608633419610793
20.59,1.07,55.118,25.141,18.671,25.23243088054545,80.35043088054545,4.9753877593193865,13.604181360135161
20.595,1.061,55.112,25.1,18.727,25.228834312583757,80.34083431258375,4.9737394398496315,13.624426247566614
20.6,1.045,55.089,25.111,18.754,25.248054260630003,80.33705426063,4.977324702902534,13.639621036467465
20.605,1.056,54.922,25.296,18.727,25.362317300052638,80.28431730005263,5.001641212282945,13.659041487664418
20.61,1.074,54.737,25.472,18.717,25.47783566492472,80.21483566492472,5.025947958690179,13.6852163763851
20.615,1.078,54.633,25.548,18.741,25.540019757366878,80.17301975736689,5.038561988643243,13.710418253989877
20.62,1.075,54.746,25.416,18.762,25.459245261659007,80.205245261659,5.0213416024643545,13.69741313587664
20.625,1.073,54.817,25.295,18.816,25.400297059751242,80.21729705975125,5.008155223172384,13.702547717076374
20.63,1.082,54.923,25.127,18.868,25.308471400359004,80.231471400359,4.988128531457685,13.69840006818331
