Image slice depth [cm],"Volumetric gas content (CT, direct) [%]","Volumetric excess ice content (CT, direct) [%]","Volumetric phase A content (CT, direct) [%]","Volumetric phase B content (CT, direct) [%]"
depth,gas_CT_hr,excessice_CT_hr,phaseA_CT_hr,phaseB_CT_hr
23.665,1.354,68.766,12.899,16.982
23.67,1.376,68.901,12.713,17.01
23.675,1.396,69.063,12.52,17.021
23.68,1.409,69.173,12.45,16.969
23.685,1.434,69.318,12.333,16.915
23.69,1.449,69.471,12.249,16.831
23.695,1.485,69.576,12.198,16.741
23.7,1.524,69.686,12.184,16.606
23.705,1.553,69.79,12.155,16.502
23.71,1.576,69.883,12.134,16.406
23.715,1.595,69.973,12.106,16.326
23.72,1.634,70.043,12.07,16.253
23.725,1.675,70.1,12.005,16.22
23.73,1.695,70.175,11.925,16.205
23.735,1.714,70.27,11.858,16.158
23.74,1.726,70.379,11.786,16.108
23.745,1.749,70.474,11.714,16.063
23.75,1.78,70.498,11.695,16.027
23.755,1.803,70.47,11.733,15.994
23.76,1.821,70.545,11.737,15.897
23.765,1.848,70.594,11.75,15.808
23.77,1.891,70.646,11.793,15.669
23.775,1.941,70.759,11.787,15.513
23.78,1.98,70.865,11.788,15.367
23.785,2.014,71.032,11.656,15.299
23.79,2.051,71.221,11.516,15.212
23.795,2.083,71.381,11.429,15.107
23.8,2.113,71.573,11.353,14.96
23.805,2.154,71.738,11.323,14.786
23.81,2.183,71.935,11.244,14.637
23.815,2.208,72.143,11.168,14.481
23.82,2.24,72.318,11.136,14.306
23.825,2.268,72.508,11.087,14.136
23.83,2.304,72.701,11.067,13.929
23.835,2.332,72.791,11.211,13.666
23.84,2.364,72.923,11.307,13.406
23.845,2.384,73.11,11.319,13.187
23.85,2.399,73.27,11.369,12.962
23.855,2.411,73.374,11.499,12.716
23.86,2.421,73.512,11.605,12.462
23.865,2.436,73.684,11.654,12.226
23.87,2.451,73.887,11.665,11.997
23.875,2.459,74.118,11.623,11.8
23.88,2.485,74.274,11.691,11.55
23.885,2.5,74.364,11.806,11.329
23.89,2.496,74.549,11.816,11.139
23.895,2.484,74.752,11.811,10.953
23.9,2.486,74.943,11.828,10.743
23.905,2.491,75.166,11.857,10.487
23.91,2.494,75.436,11.848,10.222
23.915,2.502,75.641,11.9,9.957
23.92,2.521,75.78,12.026,9.674
23.925,2.538,75.966,12.089,9.408
23.93,2.557,76.097,12.17,9.176
23.935,2.576,76.236,12.293,8.895
23.94,2.592,76.37,12.408,8.631
23.945,2.59,76.599,12.438,8.372
23.95,2.591,76.833,12.44,8.136
23.955,2.603,77.028,12.434,7.935
23.96,2.622,77.155,12.521,7.701
23.965,2.637,77.283,12.576,7.504
23.97,2.642,77.475,12.532,7.352
23.975,2.64,77.652,12.541,7.166
23.98,2.647,77.786,12.632,6.936
23.985,2.641,77.971,12.635,6.754
23.99,2.641,78.174,12.587,6.598
23.995,2.652,78.325,12.6,6.423
24,2.676,78.436,12.568,6.32
24.005,2.697,78.502,12.546,6.255
24.01,2.708,78.53,12.575,6.187
24.015,2.726,78.546,12.586,6.142
24.02,2.733,78.556,12.622,6.089
24.025,2.759,78.576,12.61,6.055
24.03,2.777,78.557,12.636,6.03
24.035,2.779,78.557,12.619,6.044
24.04,2.781,78.534,12.601,6.084
24.045,2.779,78.468,12.604,6.148
24.05,2.793,78.337,12.684,6.186
24.055,2.8,78.231,12.733,6.236
24.06,2.815,78.199,12.72,6.266
24.065,2.831,78.155,12.745,6.269
24.07,2.84,78.138,12.748,6.274
24.075,2.853,78.122,12.722,6.303
24.08,2.858,78.114,12.69,6.337
24.085,2.863,78.03,12.747,6.36
24.09,2.879,77.954,12.81,6.356
24.095,2.888,77.899,12.787,6.426
24.1,2.9,77.818,12.789,6.493
24.105,2.899,77.749,12.809,6.544
24.11,2.895,77.65,12.831,6.623
24.115,2.885,77.538,12.885,6.692
24.12,2.893,77.303,13.045,6.759
24.125,2.906,77.079,13.182,6.834
24.13,2.916,76.846,13.343,6.894
24.135,2.917,76.638,13.477,6.968
24.14,2.909,76.464,13.558,7.07
24.145,2.899,76.274,13.674,7.153
24.15,2.899,76.172,13.696,7.233
24.155,2.907,76.058,13.724,7.311
24.16,2.925,75.927,13.741,7.407
24.165,2.934,75.742,13.794,7.53
24.17,2.944,75.491,13.935,7.63
24.175,2.959,75.23,14.037,7.774
24.18,2.973,74.989,14.083,7.955
24.185,2.969,74.812,14.088,8.131
24.19,2.971,74.604,14.162,8.263
24.195,2.966,74.388,14.256,8.389
24.2,2.959,74.194,14.333,8.514
24.205,2.96,74.002,14.433,8.605
24.21,2.957,73.809,14.521,8.712
24.215,2.946,73.589,14.645,8.819
24.22,2.927,73.407,14.736,8.929
24.225,2.912,73.222,14.822,9.044
24.23,2.895,73.08,14.868,9.157
24.235,2.885,72.898,14.94,9.277
24.24,2.877,72.705,15.057,9.361
24.245,2.867,72.475,15.221,9.437
24.25,2.877,72.283,15.304,9.536
24.255,2.871,72.133,15.319,9.677
24.26,2.854,71.981,15.369,9.796
24.265,2.852,71.775,15.454,9.92
24.27,2.842,71.571,15.517,10.071
24.275,2.831,71.445,15.492,10.233
24.28,2.81,71.344,15.451,10.395
24.285,2.771,71.202,15.442,10.585
24.29,2.72,71.087,15.453,10.74
24.295,2.664,70.972,15.479,10.885
24.3,2.64,70.868,15.428,11.065
24.305,2.625,70.729,15.443,11.203
24.31,2.612,70.543,15.507,11.338
24.315,2.605,70.369,15.519,11.507
24.32,2.595,70.218,15.545,11.642
24.325,2.584,70.123,15.562,11.731
24.33,2.564,70.068,15.532,11.836
24.335,2.56,69.953,15.58,11.907
24.34,2.531,69.879,15.611,11.979
24.345,2.512,69.791,15.7,11.997
24.35,2.485,69.786,15.713,12.016
24.355,2.455,69.818,15.623,12.104
24.36,2.422,69.788,15.634,12.157
24.365,2.381,69.744,15.658,12.218
24.37,2.346,69.741,15.64,12.273
24.375,2.302,69.739,15.653,12.306
24.38,2.254,69.773,15.631,12.342
24.385,2.214,69.859,15.575,12.352
24.39,2.162,69.93,15.573,12.336
24.395,2.11,69.984,15.603,12.303
24.4,2.072,70.043,15.623,12.262
24.405,2.015,70.134,15.63,12.221
24.41,1.961,70.244,15.596,12.2
24.415,1.917,70.378,15.518,12.187
24.42,1.861,70.437,15.507,12.195
24.425,1.813,70.453,15.517,12.217
24.43,1.781,70.378,15.507,12.333
24.435,1.75,70.264,15.49,12.496
24.44,1.714,70.178,15.47,12.638
24.445,1.686,70.003,15.514,12.796
24.45,1.653,69.776,15.619,12.952
24.455,1.625,69.564,15.73,13.081
24.46,1.596,69.497,15.647,13.26
24.465,1.562,69.325,15.665,13.448
24.47,1.522,69.159,15.66,13.66
24.475,1.487,68.948,15.736,13.829
24.48,1.449,68.747,15.796,14.007
24.485,1.401,68.596,15.738,14.265
24.49,1.35,68.511,15.619,14.52
24.495,1.3,68.408,15.511,14.781
24.5,1.265,68.168,15.524,15.043
24.505,1.229,67.942,15.522,15.307
24.51,1.195,67.747,15.45,15.608
24.515,1.161,67.597,15.372,15.869
24.52,1.136,67.412,15.394,16.059
24.525,1.111,67.303,15.38,16.206
24.53,1.09,67.177,15.38,16.353
24.535,1.078,66.995,15.476,16.452
24.54,1.06,66.81,15.595,16.534
24.545,1.033,66.67,15.619,16.678
24.55,1.01,66.527,15.603,16.86
24.555,0.98,66.455,15.601,16.963
24.56,0.966,66.389,15.569,17.076
24.565,0.949,66.353,15.527,17.171
24.57,0.925,66.227,15.576,17.273
24.575,0.894,66.066,15.671,17.368
24.58,0.876,65.935,15.665,17.524
24.585,0.867,65.779,15.666,17.688
24.59,0.855,65.599,15.714,17.832
24.595,0.85,65.437,15.734,17.979
24.6,0.845,65.236,15.831,18.089
24.605,0.841,65.012,15.966,18.181
24.61,0.832,64.739,16.168,18.261
24.615,0.82,64.469,16.3,18.411
24.62,0.796,64.365,16.249,18.591
24.625,0.772,64.243,16.255,18.73
24.63,0.742,64.049,16.378,18.832
24.635,0.71,63.867,16.496,18.928
24.64,0.659,63.656,16.69,18.995
24.645,0.62,63.454,16.781,19.145
24.65,0.594,63.228,16.91,19.268
24.655,0.562,62.992,17.031,19.414
24.66,0.533,62.812,16.943,19.712
24.665,0.511,62.652,16.79,20.047
24.67,0.493,62.441,16.81,20.256
24.675,0.477,62.197,16.913,20.413
24.68,0.458,61.976,17.006,20.56
24.685,0.437,61.738,17.138,20.687
24.69,0.426,61.405,17.359,20.81
24.695,0.423,61.102,17.535,20.941
24.7,0.416,60.859,17.647,21.079
24.705,0.394,60.678,17.691,21.237
24.71,0.376,60.512,17.735,21.377
24.715,0.366,60.303,17.842,21.489
24.72,0.36,60.03,18.038,21.572
24.725,0.364,59.788,18.19,21.658
24.73,0.361,59.612,18.25,21.778
24.735,0.348,59.514,18.157,21.982
24.74,0.331,59.462,18.035,22.172
24.745,0.309,59.384,18.01,22.297
24.75,0.282,59.237,18.103,22.378
24.755,0.27,59.016,18.235,22.479
24.76,0.26,58.815,18.352,22.572
24.765,0.257,58.651,18.448,22.644
24.77,0.263,58.523,18.469,22.746
24.775,0.277,58.374,18.615,22.734
24.78,0.279,58.214,18.863,22.644
24.785,0.278,58.05,19.054,22.618
24.79,0.282,57.893,19.17,22.655
24.795,0.288,57.672,19.335,22.706
24.8,0.286,57.395,19.519,22.8
24.805,0.287,57.156,19.694,22.863
24.81,0.277,56.883,19.983,22.857
24.815,0.268,56.666,20.187,22.878
24.82,0.258,56.466,20.441,22.835
24.825,0.253,56.226,20.71,22.812
24.83,0.245,56.069,20.836,22.851
24.835,0.239,56.037,20.8,22.924
24.84,0.243,55.961,20.862,22.933
24.845,0.248,55.898,20.987,22.867
24.85,0.237,55.877,21.142,22.744
24.855,0.227,55.892,21.287,22.595
24.86,0.218,55.978,21.338,22.467
24.865,0.217,56.021,21.449,22.313
24.87,0.213,56.053,21.546,22.188
24.875,0.202,56.071,21.629,22.097
24.88,0.185,55.993,21.892,21.93
24.885,0.171,55.986,22.008,21.834
24.89,0.163,55.999,21.982,21.856
24.895,0.156,55.966,22.083,21.795
24.9,0.156,55.928,22.227,21.689
24.905,0.16,55.907,22.373,21.56
24.91,0.162,55.893,22.43,21.514
24.915,0.167,55.905,22.439,21.489
24.92,0.176,55.838,22.481,21.505
24.925,0.178,55.849,22.463,21.51
24.93,0.179,55.8,22.491,21.529
24.935,0.172,55.673,22.674,21.48
24.94,0.166,55.635,22.71,21.489
24.945,0.153,55.598,22.721,21.529
24.95,0.15,55.51,22.772,21.568
24.955,0.143,55.439,22.804,21.614
24.96,0.135,55.419,22.778,21.668
24.965,0.131,55.449,22.719,21.701
24.97,0.133,55.452,22.728,21.688
24.975,0.135,55.416,22.788,21.662
24.98,0.134,55.467,22.825,21.574
24.985,0.133,55.559,22.859,21.449
24.99,0.13,55.586,22.978,21.307
24.995,0.124,55.598,23.104,21.174
25,0.115,55.611,23.276,20.998
25.005,0.102,55.694,23.318,20.886
25.01,0.096,55.776,23.336,20.792
25.015,0.089,55.777,23.445,20.689
25.02,0.087,55.774,23.532,20.607
25.025,0.083,55.786,23.555,20.576
25.03,0.084,55.708,23.635,20.573
25.035,0.089,55.661,23.657,20.593
25.04,0.093,55.578,23.682,20.648
25.045,0.097,55.466,23.775,20.662
25.05,0.108,55.356,23.834,20.701
25.055,0.107,55.335,23.865,20.693
25.06,0.108,55.327,23.872,20.693
25.065,0.111,55.231,23.93,20.727
25.07,0.117,55.009,24.178,20.696
25.075,0.115,54.771,24.412,20.702
25.08,0.113,54.618,24.581,20.688
25.085,0.105,54.395,24.804,20.695
25.09,0.094,54.192,25.009,20.705
25.095,0.087,54.073,25.126,20.713
25.1,0.083,53.898,25.177,20.842
25.105,0.082,53.77,25.146,21.002
25.11,0.076,53.611,25.186,21.127
25.115,0.071,53.428,25.186,21.315
25.12,0.067,53.319,25.21,21.404
25.125,0.068,53.305,25.173,21.454
25.13,0.067,53.255,25.122,21.556
25.135,0.066,53.175,25.155,21.603
25.14,0.067,53.271,25.032,21.63
25.145,0.067,53.241,25.065,21.627
25.15,0.069,53.229,25.008,21.694
25.155,0.075,53.207,25.021,21.697
25.16,0.086,53.136,25.026,21.752
25.165,0.096,53.056,24.984,21.864
25.17,0.121,52.943,25.01,21.926
25.175,0.147,52.818,25.013,22.022
25.18,0.161,52.799,24.958,22.083
25.185,0.169,52.827,24.879,22.125
25.19,0.173,52.92,24.722,22.185
25.195,0.176,52.946,24.599,22.279
25.2,0.176,52.913,24.633,22.278
25.205,0.182,52.879,24.708,22.231
25.21,0.186,52.907,24.72,22.186
25.215,0.188,52.996,24.656,22.16
25.22,0.186,53.039,24.612,22.163
25.225,0.188,53.078,24.575,22.159
25.23,0.185,53.165,24.501,22.149
25.235,0.189,53.237,24.471,22.103
25.24,0.19,53.216,24.556,22.038
25.245,0.191,53.104,24.734,21.972
25.25,0.191,52.967,24.886,21.956
25.255,0.192,52.906,24.955,21.947
25.26,0.187,52.92,24.927,21.967
25.265,0.189,52.95,24.852,22.009
25.27,0.197,52.975,24.76,22.067
25.275,0.205,53.08,24.618,22.096
25.28,0.21,53.227,24.482,22.08
25.285,0.202,53.443,24.311,22.043
25.29,0.189,53.694,24.104,22.013
25.295,0.18,53.796,24.106,21.918
25.3,0.175,53.855,24.12,21.85
25.305,0.175,53.923,24.185,21.718
25.31,0.174,53.992,24.225,21.609
25.315,0.175,54.038,24.297,21.489
25.32,0.179,54.057,24.339,21.424
25.325,0.185,54.083,24.312,21.421
25.33,0.187,54.204,24.208,21.401
25.335,0.195,54.265,24.195,21.345
25.34,0.202,54.263,24.251,21.284
25.345,0.202,54.22,24.325,21.253
25.35,0.201,54.172,24.32,21.307
25.355,0.205,54.176,24.264,21.356
25.36,0.207,54.181,24.302,21.31
25.365,0.205,54.276,24.189,21.33
25.37,0.197,54.463,23.982,21.358
25.375,0.193,54.66,23.804,21.343
25.38,0.192,54.777,23.638,21.394
25.385,0.19,54.967,23.433,21.411
25.39,0.191,55.176,23.224,21.408
25.395,0.197,55.364,23.029,21.41
25.4,0.199,55.608,22.804,21.388
25.405,0.206,55.91,22.499,21.386
25.41,0.207,56.189,22.262,21.341
25.415,0.206,56.468,22.044,21.282
25.42,0.217,56.774,21.496,21.513
25.425,0.218,57.198,21.036,21.548
25.43,0.221,57.571,20.63,21.578
25.435,0.229,57.973,20.215,21.583
25.44,0.231,58.276,19.928,21.565
25.445,0.233,58.618,19.684,21.465
25.45,0.236,58.908,19.515,21.341
25.455,0.242,59.148,19.331,21.279
25.46,0.254,59.324,19.226,21.195
25.465,0.266,59.46,19.2,21.073
25.47,0.276,59.547,19.185,20.992
25.475,0.286,59.749,19.055,20.911
25.48,0.296,60.012,18.895,20.797
25.485,0.302,60.378,18.64,20.68
25.49,0.295,60.756,18.36,20.588
25.495,0.284,61.069,18.196,20.452
25.5,0.29,61.301,18.091,20.317
25.505,0.29,61.541,17.974,20.196
25.51,0.285,61.702,17.954,20.059
25.515,0.28,61.855,17.978,19.887
25.52,0.267,62.062,17.896,19.775
25.525,0.265,62.248,17.759,19.727
25.53,0.26,62.511,17.543,19.685
25.535,0.271,62.725,17.429,19.576
25.54,0.288,62.873,17.338,19.502
25.545,0.303,62.97,17.283,19.444
25.55,0.312,63.034,17.227,19.428
25.555,0.31,63.15,17.109,19.431
25.56,0.3,63.296,16.972,19.432
25.565,0.293,63.355,16.983,19.369
25.57,0.298,63.437,16.952,19.313
25.575,0.306,63.663,16.781,19.25
25.58,0.311,63.798,16.631,19.26
25.585,0.33,63.813,16.592,19.265
25.59,0.357,63.771,16.607,19.265
25.595,0.388,63.781,16.504,19.327
25.6,0.424,63.802,16.408,19.365
25.605,0.44,63.834,16.328,19.398
25.61,0.46,63.881,16.229,19.43
25.615,0.474,64.032,16.01,19.484
25.62,0.483,64.184,15.779,19.554
25.625,0.495,64.239,15.621,19.645
25.63,0.514,64.255,15.522,19.71
25.635,0.525,64.282,15.384,19.809
25.64,0.529,64.33,15.253,19.889
25.645,0.518,64.363,15.131,19.988
25.65,0.51,64.381,14.99,20.118
25.655,0.499,64.365,14.993,20.143
25.66,0.491,64.292,15.005,20.212
25.665,0.489,64.24,14.929,20.342
25.67,0.49,64.229,14.784,20.497
25.675,0.487,64.216,14.646,20.651
25.68,0.493,64.165,14.583,20.759
25.685,0.48,64.164,14.532,20.825
25.69,0.47,64.247,14.446,20.837
25.695,0.468,64.328,14.321,20.883
25.7,0.467,64.383,14.229,20.921
25.705,0.483,64.487,14.066,20.965
25.71,0.493,64.603,13.934,20.97
25.715,0.499,64.705,13.857,20.939
25.72,0.508,64.811,13.784,20.896
25.725,0.497,64.92,13.758,20.825
25.73,0.492,64.948,13.835,20.725
25.735,0.477,65.033,13.8,20.69
25.74,0.461,65.005,13.921,20.612
25.745,0.452,64.948,14.001,20.599
25.75,0.43,64.9,14.083,20.587
25.755,0.415,64.811,14.169,20.605
25.76,0.403,64.771,14.226,20.599
25.765,0.395,64.731,14.331,20.544
25.77,0.384,64.736,14.358,20.523
25.775,0.366,64.777,14.296,20.56
25.78,0.357,64.807,14.267,20.569
25.785,0.348,64.777,14.316,20.559
25.79,0.337,64.817,14.249,20.597
25.795,0.335,64.855,14.214,20.595
25.8,0.328,64.915,14.164,20.593
25.805,0.321,64.99,14.084,20.605
25.81,0.31,65.037,14.095,20.557
25.815,0.303,65.088,14.105,20.503
25.82,0.305,65.116,14.118,20.462
25.825,0.308,65.101,14.195,20.396
25.83,0.316,65.079,14.266,20.339
25.835,0.323,65.093,14.272,20.312
25.84,0.333,65.093,14.318,20.256
25.845,0.338,65.08,14.363,20.219
25.85,0.352,65.119,14.334,20.195
25.855,0.354,65.223,14.223,20.2
25.86,0.35,65.303,14.171,20.176
25.865,0.349,65.387,14.142,20.122
25.87,0.346,65.42,14.214,20.02
25.875,0.345,65.432,14.295,19.927
25.88,0.342,65.498,14.318,19.842
25.885,0.341,65.567,14.364,19.728
25.89,0.343,65.579,14.457,19.621
25.895,0.351,65.583,14.57,19.496
25.9,0.35,65.626,14.627,19.397
25.905,0.343,65.661,14.78,19.215
25.91,0.336,65.774,14.843,19.047
25.915,0.329,65.998,14.797,18.876
25.92,0.332,66.12,14.896,18.652
25.925,0.336,66.285,14.984,18.395
25.93,0.337,66.421,15.137,18.105
25.935,0.336,66.608,15.22,17.837
25.94,0.338,66.789,15.271,17.602
25.945,0.333,66.948,15.324,17.395
25.95,0.333,67.089,15.453,17.125
25.955,0.342,67.216,15.597,16.845
25.96,0.352,67.351,15.722,16.575
25.965,0.371,67.543,15.769,16.317
25.97,0.389,67.734,15.795,16.082
25.975,0.405,67.948,15.868,15.779
25.98,0.423,68.16,15.891,15.526
25.985,0.434,68.383,15.955,15.229
25.99,0.446,68.606,16.031,14.917
25.995,0.461,68.78,16.16,14.598
26,0.468,68.962,16.26,14.31
26.005,0.475,69.134,16.34,14.05
26.01,0.478,69.295,16.421,13.806
26.015,0.476,69.362,16.553,13.61
26.02,0.482,69.436,16.648,13.433
26.025,0.485,69.483,16.774,13.258
26.03,0.491,69.532,16.891,13.086
26.035,0.492,69.554,17.028,12.926
26.04,0.491,69.556,17.182,12.77
26.045,0.491,69.527,17.363,12.619
26.05,0.492,69.532,17.521,12.455
26.055,0.503,69.554,17.65,12.293
26.06,0.513,69.552,17.817,12.119
26.065,0.517,69.557,17.985,11.94
26.07,0.52,69.512,18.196,11.771
26.075,0.529,69.46,18.43,11.581
26.08,0.539,69.485,18.588,11.387
26.085,0.532,69.508,18.801,11.159
26.09,0.521,69.537,18.995,10.947
26.095,0.507,69.59,19.117,10.785
26.1,0.5,69.682,19.201,10.616
26.105,0.496,69.753,19.305,10.447
26.11,0.493,69.793,19.402,10.311
26.115,0.499,69.774,19.547,10.18
26.12,0.503,69.722,19.753,10.021
26.125,0.498,69.699,19.976,9.827
26.13,0.486,69.713,20.157,9.644
26.135,0.477,69.762,20.256,9.504
26.14,0.475,69.758,20.42,9.346
26.145,0.475,69.74,20.551,9.234
26.15,0.473,69.743,20.66,9.124
26.155,0.473,69.722,20.808,8.997
26.16,0.475,69.759,20.875,8.891
26.165,0.469,69.833,20.9,8.798
26.17,0.462,69.903,20.915,8.72
26.175,0.451,69.959,20.946,8.644
26.18,0.439,69.973,21.046,8.542
26.185,0.437,69.989,21.144,8.43
26.19,0.44,70.006,21.24,8.314
26.195,0.434,70.05,21.328,8.187
26.2,0.427,70.091,21.455,8.028
26.205,0.42,70.12,21.553,7.906
26.21,0.411,70.17,21.643,7.775
26.215,0.407,70.239,21.692,7.662
26.22,0.411,70.36,21.697,7.533
26.225,0.413,70.525,21.637,7.424
26.23,0.409,70.646,21.609,7.337
26.235,0.406,70.756,21.623,7.214
26.24,0.4,70.851,21.669,7.08
26.245,0.397,70.956,21.706,6.942
26.25,0.398,71.014,21.825,6.763
26.255,0.397,71.126,21.88,6.597
26.26,0.403,71.245,21.912,6.441
26.265,0.402,71.375,21.941,6.282
26.27,0.401,71.574,21.862,6.163
26.275,0.403,71.731,21.818,6.048
26.28,0.408,71.844,21.795,5.953
26.285,0.415,71.923,21.759,5.904
26.29,0.419,71.955,21.756,5.87
26.295,0.428,71.917,21.847,5.808
26.3,0.441,71.841,22.002,5.716
26.305,0.454,71.805,22.145,5.596
26.31,0.473,71.834,22.179,5.514
26.315,0.487,71.924,22.156,5.432
26.32,0.509,72.005,22.155,5.332
26.325,0.524,72.088,22.171,5.216
26.33,0.543,72.115,22.216,5.126
26.335,0.566,72.136,22.221,5.077
26.34,0.588,72.123,22.285,5.005
26.345,0.599,72.103,22.366,4.932
26.35,0.6,72.088,22.465,4.847
26.355,0.609,72.089,22.523,4.778
26.36,0.606,72.114,22.533,4.746
26.365,0.594,72.16,22.519,4.728
26.37,0.58,72.194,22.528,4.699
26.375,0.565,72.203,22.59,4.642
26.38,0.549,72.237,22.626,4.588
26.385,0.531,72.303,22.626,4.54
26.39,0.53,72.304,22.667,4.498
26.395,0.534,72.316,22.704,4.445
26.4,0.53,72.349,22.701,4.42
26.405,0.528,72.41,22.664,4.398
26.41,0.531,72.449,22.659,4.361
26.415,0.54,72.493,22.647,4.32
26.42,0.544,72.544,22.65,4.261
26.425,0.565,72.539,22.693,4.203
26.43,0.572,72.576,22.734,4.118
26.435,0.57,72.648,22.722,4.06
26.44,0.556,72.747,22.681,4.015
26.445,0.546,72.819,22.686,3.948
26.45,0.547,72.844,22.745,3.864
26.455,0.549,72.878,22.793,3.78
26.46,0.556,72.931,22.775,3.738
26.465,0.564,72.971,22.758,3.707
26.47,0.571,73.091,22.684,3.655
26.475,0.579,73.184,22.621,3.616
26.48,0.579,73.307,22.545,3.569
26.485,0.578,73.421,22.465,3.535
26.49,0.582,73.525,22.414,3.48
26.495,0.583,73.637,22.342,3.439
26.5,0.574,73.681,22.325,3.421
26.505,0.56,73.698,22.375,3.367
26.51,0.557,73.696,22.397,3.349
26.515,0.561,73.691,22.404,3.345
26.52,0.568,73.72,22.331,3.382
26.525,0.566,73.709,22.279,3.446
26.53,0.518,73.847,22.119,3.516
26.535,,,,
26.54,,,,
26.545,,,,
26.55,,,,
26.555,,,,
26.56,,,,
26.565,,,,
26.57,,,,
26.575,,,,
26.58,,,,
26.585,,,,
26.59,,,,
26.595,,,,
26.6,,,,
26.605,,,,
26.61,,,,
26.615,,,,
26.62,,,,
26.625,,,,
26.63,,,,
26.635,,,,
26.64,,,,
26.645,,,,
26.65,,,,
26.655,,,,
26.66,,,,
26.665,,,,
26.67,,,,
26.675,,,,
26.68,,,,
26.685,,,,
26.69,,,,
26.695,,,,
26.7,,,,
26.705,,,,
26.71,,,,
26.715,,,,
26.72,,,,
26.725,,,,
26.73,,,,
26.735,,,,
26.74,,,,
26.745,,,,
26.75,,,,
26.755,,,,
26.76,,,,
26.765,,,,
26.77,,,,
26.775,,,,
26.78,,,,
26.785,,,,
26.79,,,,
26.795,,,,
26.8,,,,
26.805,,,,
26.81,,,,
26.815,,,,
26.82,,,,
26.825,,,,
26.83,,,,
26.835,,,,
26.84,,,,
26.845,,,,
26.85,,,,
26.855,,,,
26.86,,,,
26.865,,,,
26.87,,,,
26.875,,,,
26.88,,,,
26.885,,,,
26.89,,,,
26.895,,,,
26.9,,,,
26.905,,,,
26.91,,,,
26.915,,,,
26.92,,,,
26.925,,,,
26.93,,,,
26.935,,,,
26.94,,,,
26.945,,,,
26.95,,,,
26.955,,,,
26.96,,,,
26.965,,,,
26.97,,,,
26.975,,,,
26.98,,,,
26.985,,,,
26.99,,,,
26.995,,,,
27,,,,
27.005,,,,
27.01,,,,
27.015,,,,
27.02,,,,
27.025,,,,
27.03,,,,
27.035,,,,
27.04,,,,
27.045,,,,
27.05,,,,
27.055,,,,
27.06,,,,
27.065,,,,
27.07,,,,
27.075,,,,
27.08,,,,
27.085,,,,
27.09,,,,
27.095,,,,
27.1,,,,
27.105,,,,
27.11,,,,
27.115,,,,
27.12,,,,
27.125,,,,
27.13,,,,
27.135,,,,
27.14,,,,
27.145,,,,
27.15,,,,
27.155,,,,
27.16,,,,
27.165,,,,
27.17,,,,
27.175,,,,
27.18,,,,
27.185,,,,
27.19,,,,
27.195,,,,
27.2,,,,
27.205,,,,
27.21,,,,
27.215,,,,
27.22,,,,
27.225,,,,
27.23,,,,
27.235,,,,
27.24,,,,
27.245,,,,
27.25,,,,
27.255,,,,
27.26,,,,
27.265,,,,
27.27,,,,
27.275,,,,
27.28,,,,
27.285,,,,
27.29,,,,
27.295,,,,
27.3,,,,
27.305,,,,
27.31,,,,
27.315,,,,
27.32,,,,
27.325,,,,
27.33,,,,
27.335,,,,
27.34,,,,
27.345,,,,
27.35,,,,
27.355,,,,
27.36,,,,
27.365,,,,
27.37,,,,
27.375,,,,
27.38,,,,
27.385,,,,
27.39,,,,
27.395,,,,
27.4,,,,
27.405,,,,
27.41,,,,
27.415,,,,
27.42,,,,
27.425,,,,
27.43,,,,
27.435,,,,
27.44,,,,
27.445,,,,
27.45,,,,
27.455,,,,
27.46,,,,
27.465,,,,
27.47,,,,
27.475,,,,
27.48,,,,
27.485,,,,
27.49,,,,
27.495,,,,
27.5,,,,
27.505,,,,
27.51,,,,
27.515,,,,
27.52,,,,
27.525,,,,
27.53,,,,
27.535,0.067,43.496,31.622,24.814
27.54,0.067,43.549,31.59,24.794
27.545,0.063,43.683,31.446,24.808
27.55,0.064,43.745,31.311,24.881
27.555,0.07,43.652,31.341,24.936
27.56,0.082,43.569,31.331,25.019
27.565,0.09,43.482,31.384,25.045
27.57,0.099,43.451,31.369,25.081
27.575,0.107,43.437,31.325,25.131
27.58,0.116,43.289,31.364,25.232
27.585,0.123,43.215,31.365,25.297
27.59,0.126,43.073,31.477,25.324
27.595,0.127,42.876,31.704,25.292
27.6,0.126,42.663,31.92,25.292
27.605,0.127,42.547,32.029,25.298
27.61,0.127,42.381,32.225,25.268
27.615,0.126,42.22,32.377,25.276
27.62,0.127,42.011,32.553,25.309
27.625,0.125,41.869,32.627,25.38
27.63,0.12,41.806,32.63,25.443
27.635,0.117,41.662,32.76,25.461
27.64,0.119,41.415,33.076,25.39
27.645,0.122,41.083,33.407,25.389
27.65,0.124,40.795,33.641,25.439
27.655,0.126,40.639,33.721,25.514
27.66,0.124,40.558,33.737,25.581
27.665,0.124,40.447,33.814,25.615
27.67,0.118,40.306,33.878,25.698
27.675,0.11,40.16,33.88,25.85
27.68,0.099,40.024,33.895,25.981
27.685,0.097,39.853,33.921,26.129
27.69,0.098,39.663,34.052,26.187
27.695,0.102,39.432,34.205,26.261
27.7,0.105,39.266,34.329,26.299
27.705,0.115,39.143,34.408,26.334
27.71,0.119,39.082,34.32,26.479
27.715,0.121,39.079,34.122,26.678
27.72,0.125,39.095,34.005,26.775
27.725,0.129,39.129,33.817,26.925
